,country,description,id_,keywords,is_shoppable,language,name,slug,video_url,is_licensed_video,is_community,thumbnail_url,inspired_by,linked_recipes,tags,cook_time,prep_time,total_time,ratings_negative,ratings_positive,score,protein,fat,calories,sugar,carbohydrates,fiber
4627,US,,3610,"brussels sprouts, buddha bowl, lentils, mushroom, roasted, squash, tasty, tasty_vegetarian",True,eng,Energy-Boosting Buddha Bowl,energy-boosting-buddha-bowl,https://vid.tasty.co/output/84346/landscape_480/1520961954,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/143401.jpg,"{'host': 'thechrisellefactor.com', 'url': 'http://thechrisellefactor.com/2018/01/winter-bliss-buddha-bowl/'}",,"64469,64468,64463,8091920,8091917,1247775,1280501,1280503,1280500,1280507,1280510,1247785,64471,64489,65846,64492,64466,1280508",0,0,0,13,145,92.0,39.0,31.0,963.0,11.0,138.0,22.0
4628,ZZ,,2173,"buzzfeed, cheese, chicken, dinner, healthy, leftover, lunch, quick and easy, tasty, vegetables",True,eng,Teriyaki Chicken Lettuce Wraps,teriyaki-chicken-lettuce-wraps,https://vid.tasty.co/output/43962/mp4_640x640/1500417541,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/14997dd891084c00827ad9aafc295a9c/fb_1.jpg,,,"64463,64470,8091917,64467,1280507,1280508,1280510,1247785,64500,64505,64489,64471,64444",0,0,0,16,149,91.0,25.0,6.0,204.0,8.0,9.0,0.0
4629,US,,3887,", 7 day meal plan, beans, bread, cheap meal plan, cheap meal prep, cheese, food, healthy meal plan, healthy meal prep, make-ahead meal plan, meal plan, meal prep, pasta, pico, rice, tasty, tasty's 7-day meal plan",True,eng,Cilantro-Lime Chicken And Rice Bowl,cilantro-lime-chicken-and-rice-bowl,https://vid.tasty.co/output/94370/landscape_480/1526501033,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/d0371d8218bb435b8aee504bb4e304ba/BFV43066_TastyMakeAheadMealPlan_FB_V2.jpg,,,"8091920,8091918,8091917,65855,1247785,1280507,1280508,64489,64471,65853,64466,1247791",0,0,0,16,151,91.0,38.0,12.0,838.0,5.0,143.0,7.0
4630,US,,5564,"3 hour, 3 minute, 3-minute vs. 30-minute vs. 3-hour, 30 minute, alexis deboschnek, alvin zhou, ambition, burger, burgers, comparison, decadent, easy burger, fast, grill, hour, how to make, how to make burgers, instructions, minute, pub burger, quick, simple, smash burger, steak burger, the best burger, the perfect burger, time to cook, tutorial, versus, vs, vs., weeknight",True,eng,3-Minute Burger,3-minute-burger,https://vid.tasty.co/output/143429/landscape_480/1567029454,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/231542.jpg,,,"8091918,8091917,65859,64505,65840,1280507,1280501,1247785,1280510,1280508,64471,64489,1247788,1280503,64462,64444",0,0,0,17,151,90.0,34.0,25.0,467.0,2.0,21.0,1.0
4631,ZZ,,1080,,True,eng,Shrimp Salad With Creamy Avocado Dressing,shrimp-salad-with-creamy-avocado-dressing,https://vid.tasty.co/output/28173/mp4_640x640/1490999588,False,False,https://img.buzzfeed.com/video-api-prod/assets/814d6c9e7c26470f8941c6ad53b8a512/BFV17623_RoastedShrimpSaladThumb.jpg,,,"5949791,64505,64504,64492,1280501,1280503,1247794,1247785,1247775,1280500,1247788,1280506,1280508,65838,1280510,64489,64471,64466,64459,65846",0,0,0,20,151,89.0,18.0,9.0,204.0,5.0,11.0,3.0
4632,US,,3476,,True,eng,Japanese-Style Fried Chicken Rice Burger,japanese-style-fried-chicken-rice-burger,https://vid.tasty.co/output/77865/landscape_480/1518207136,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/01efeca916c14c9ebcea7c4e6dada880/BFV38278_FriedChickenRiceBurger_FBFINAL_FINAL.jpg,,,"64463,8091917,64505,1280508,1280507,1280503,1280501,64504,64493,64489,1247796,1280513,1247784,65855,64462,64454,65848,1247786,1280510,1247793",0,0,0,18,157,90.0,75.0,47.0,1187.0,13.0,108.0,3.0
4633,US,,4430,,True,eng,"Bean And Cheese Toaster ""Quesadilla""",bean-and-cheese-toaster-quesadilla,https://vid.tasty.co/output/111008/landscape_480/1538432924,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/6144a3ab1b1a4232ba1d45232f1af970/toastersfinalfB.jpg,,,"64469,64470,8091918,64444,1280503,1280508,64471,1247769,1280507,64488,64489,1280501",0,0,0,11,133,93.0,12.0,12.0,283.0,1.0,30.0,2.0
4634,US,,4916,,True,eng,Salami Sandwich,salami-sandwich,https://vid.tasty.co/output/129415/landscape_480/1554821475,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/211153.jpg,,,"64492,1247785,64489,1247775,1280500,1280501,1280503,65846",0,0,0,6,140,96.0,10.0,4.0,292.0,7.0,52.0,1.0
4635,US,"We can’t get enough of this easy root beer pulled pork recipe. Let the Instant Pot do all the work, leaving you with the juiciest barbecue pork. Serve on buttery brioche buns or as sliders and top off with a simple pickled onion slaw.",6517,"dinner recipe, instant pot, lunch recipe, pulled pork, root beer, sandwich, tasty, tastybuzzfeed",True,eng,Instant Pot Root Beer Pulled Pork,instant-pot-root-beer-pulled-pork,https://vid.tasty.co/output/177000/landscape_480/1598401688,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/280113.jpg,,,"64463,8091917,4767336,65410,188967,64503,64489,1280506,1280510",70,20,105,6,148,97.0,47.0,35.0,732.0,49.0,58.0,4.0
4636,US,,2884,,True,eng,Microwaved Veggie Rice Bowl,microwaved-veggie-rice-bowl,https://vid.tasty.co/output/57773/mp4_640x640/1508773504,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/2c89bbec5f8d4e729091caeab2ea906c/BFV30901_HealthierDorm-FriendlyMeals_FB.jpg,,,"64469,64468,64463,8091920,8091918,1280503,1280501,1280506,1280507,64505,64489,64471,64466,64444,65845",0,0,0,20,148,89.0,7.0,16.0,351.0,1.0,45.0,9.0
4637,US,,4207,"burrito bowl, chicken cobb salad, easy lunch, instant ramen recipe, mason jar meal, pasta salad, pesto salad, portable lunch, quick lunch, salami, southwestern chicken, tasty",True,eng,Southwestern Chicken And Rice,southwestern-chicken-and-rice,https://vid.tasty.co/output/102953/landscape_480/1532454040,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/a97be6d598174af78f9a4d06487c2dec/BFV45846_MakeAheadMasonJarMeals_FB180SQ.jpg,,,"8091920,8091918,8091917,1280507,65853,64489,1280508,64471",0,0,0,6,147,97.0,57.0,49.0,889.0,5.0,54.0,5.0
4638,US,,4858,"tasty, tasty_vegetarian",True,eng,Sheet Pan Tofu 3 Ways,sheet-pan-tofu-3-ways,https://vid.tasty.co/output/127848/landscape_480/1553193471,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/8e4adbeae8ba49a293ab824ae092bfdf/OO_tofu.jpg,"{'host': 'itdoesnttastelikechicken.com', 'url': 'https://itdoesnttastelikechicken.com/crispy-breaded-tofu-steaks/'}",,"64469,8091918,1280506,1280500,1280510,1247785,1247791,1247775,1280503,1280508,64489,1280501,64492,65853,1280507,65846",0,0,0,11,138,93.0,24.0,17.0,351.0,2.0,28.0,3.0
4639,US,,2429,,True,eng,Summer Fruit Quinoa Salad,summer-fruit-quinoa-salad,https://vid.tasty.co/output/50638/mp4_640x640/1504219940,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/7a9539236b9440738ee5b5d6a1dfea5a/Facebook.jpg,"{'host': 'therecipecritic.com', 'url': 'https://therecipecritic.com/2015/06/honey-lime-quinoa-fruit-salad/'}",,"64469,64468,64463,8091920,1247785,1247786,1247788,64505,65859,64489,64471,64466,64488,65848",0,0,0,38,145,80.0,12.0,5.0,418.0,21.0,83.0,7.0
4640,ZZ,,2586,"tasty, tasty_vegetarian",True,und,Grilled Pizza,grilled-pizza,https://vid.tasty.co/output/51974/mp4_640x640/1505259203,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/100005.jpg,,,"64469,64470,8091918,1280503,1280508,1247790,64488,64462,65410,64501,64504,64510,64453,64444,64471,64494,64489",0,0,0,10,129,93.0,5.0,7.0,201.0,1.0,26.0,1.0
4641,US,"This recipe takes your favorite pizza flavors and fuses them with the method for chicken cordon bleu, resulting in a crispy, cheesy main dish that’s sure to please even the pickiest eaters. Make sure to wrap the chicken rolls tightly before chilling, which will help them keep their shape during the frying process.",5484,"cheesy and crispy recipes, combination meals, good for picky eaters, new way to make cordon bleu, pizza cordon bleu, pizza upgrade, unique main dishes",True,eng,Pizza Cordon Bleu,pizza-cordon-bleu,https://vid.tasty.co/output/141224/landscape_480/1565131997,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/228432.jpg,,,"64489,65848,1280510,1247784,1280501,64501,65852,1247775,1247793,1280500,64505,64462,64492,65846",15,25,70,18,137,89.0,,,,,,
4642,US,"Want a cozy chicken stew that tastes like it’s been braising all day, but takes just an hour to prepare? You’ve come to the right recipe. Comforting chicken and potatoes are bolstered with fresh herbs and kale for a dish that’s warming and hearty, but not heavy.",6040,"chicken and kale stew, chicken meatballs, delicious kale ideas, easy soups, meal prep, new soup recipes, one hour soup, quick recipes, tasty, tasty_contains_alcohol, tastysinglerecipe, warm foods, weekend recipe",True,eng,Chicken And Kale Stew,chicken-and-kale-stew,https://vid.tasty.co/output/159811/landscape_480/1581357908,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/254743.jpg,,,"8091748,5285641,1247786,64489,1247794,64462,65848",45,15,60,4,142,98.0,17.0,68.0,1045.0,14.0,84.0,3.0
4643,ZZ,,1465,"cities, food, four ways, recipe, sandwiches, travel, u.s., united states, world",True,eng,Philly Cheese Steak From Philadelphia,philly-cheese-steak-from-philadelphia,https://vid.tasty.co/output/17309/mp4_640x640/1481320572,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/e469cb7da7ba4ca598b199cb0a0ef2d7/BFV15301_FamousSandwichesFrom4Cities_fb1.jpg,,,"64470,8091917,1280507,1247788,1247787,1280501,1280503,64505,64489,64444,65848",0,0,0,14,140,91.0,49.0,84.0,1085.0,13.0,33.0,2.0
4644,ZZ,,1469,"cute, easy, kids, lunch, pasta, prep, sandwich, school",True,eng,Pasta Salad,pasta-salad,https://vid.tasty.co/output/23479/mp4_640x640/1486600260,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/47686e1c1f814cd0860a78500ba471ea/lunchprep-final.jpg,,,"64463,64470,8091920,8091917,1247791,1280508,1280503,1280501,1280510,1247785,1280507,64489,65853,64471,64488",0,0,0,10,126,93.0,70.0,23.0,1225.0,14.0,179.0,8.0
4645,US,,5438,"tasty, tasty_vegetarian",True,eng,Chickpea Cauliflower Burger,chickpea-cauliflower-burger,https://vid.tasty.co/output/139010/landscape_480/1563211814,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/225437.jpg,,,"64504,64469,64463,8091920,8091918,64489,1280500,1247780,1247788,1280510,1247793,3956651,64510,4202175",0,0,0,31,125,81.0,12.0,16.0,351.0,5.0,40.0,9.0
4646,US,"It’s soup season! This hearty soup combines classic buffalo chicken flavors--it’s tangy, savory, and sure to warm you up. Served in bread bowls and garnished with blue cheese and scallions, this soup looks as good as it tastes!",5680,"blue cheese toppings, buffalo chicken soup, easy soup recipes, soup in bread bowls, soup season, soups to warm you up, tasty, unique soup recipes",True,eng,Hearty Buffalo Chicken Soup With Blue Cheese And Scallions,hearty-buffalo-chicken-soup-with-blue-cheese-and-scallions,https://vid.tasty.co/output/148555/landscape_480/1571172675,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/238719.jpg,,,"8091917,65848,64489,1280506,1247794",50,30,80,11,138,93.0,39.0,90.0,1289.0,21.0,78.0,3.0
4647,US,,4863,,True,eng,Tofu Buddha Bowl,tofu-buddha-bowl,,False,False,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/78fe6fc3f4bc41edbf75174aaa20618b.jpeg,,,"64469,64468,64463,8091748,8091920,8091917,64489,65853,64466,3956653",40,10,50,2,15,89.0,39.0,32.0,998.0,12.0,143.0,23.0
4648,US,,3523,,True,eng,Sweet Potato And Chickpea Nuggets,sweet-potato-and-chickpea-nuggets,https://vid.tasty.co/output/80217/landscape_480/1519234609,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/fbff7efb46bf4c0c98fa39bd37c11900/fb.jpg,"{'host': 'mamawentvegan.com', 'url': 'http://mamawentvegan.com/recipe/2210/'}",,"64469,64468,64463,8091920,8091919,1280510,64471,64501,64503,65859,64492,64489,1280508,1247780,1247775,1280500,1247786,64462,64466,65842,1247788",0,0,0,20,137,88.0,7.0,2.0,262.0,7.0,51.0,5.0
4649,US,,4085,"buzzfeed, chive, crab, crab cakes, dinner, lemon, lobster, lobster roll, lunch, party, salmon, scallops, seafood, snack, summer, tasty ",True,eng,Lobster Roll,lobster-roll,https://vid.tasty.co/output/99245/landscape_480/1529441653,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/60b8817384bd433badb2791f96f5184c/seafoodfinalFB.jpg,,,"64463,8091918,188967,1280507,1280508,64489,1247785,64459,1247787,1247788,1280510,64488,64462,64471,64475,65848,64510,64503",0,0,0,15,122,90.0,24.0,17.0,350.0,4.0,26.0,2.0
4650,ZZ,,1525,"appetizers, chips, deviled eggs, dip, easy, guacamole, halloween, hot dog",True,eng,Halloween Finger Hot Dogs,halloween-finger-hot-dogs,https://vid.tasty.co/output/12708/mp4_640x640/1477076379,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/2ecd122661324a508e20460f923695f2/BFV13571_4HalloweenAppetizers-FB1080SQ.jpg,,,"64469,64468,64463,64470,8091918,1280503,1247790,1247787,1280501,64489,64508,65859,188967,64503,64476,64471,64488,64444,65848",0,0,0,20,135,88.0,12.0,21.0,324.0,2.0,21.0,0.0
4651,US,,4745,"burrito recipe, healthy dinner, how to cook, kale, meatless, mushroom, quick lunch, simple dinner, sweet potato, tasty, vegan, vegetarian, veggie packed",True,eng,Tofu Scramble Breakfast Burrito,tofu-scramble-breakfast-burrito,https://vid.tasty.co/output/124122/landscape_480/1549065322,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/203134.jpg,"{'host': 'tasty.co', 'url': 'https://tasty.co/recipe/tofu-scramble-breakfast-tacos'}",,"64469,64468,64463,8091920,8091918,64489,64492,65846,1247775,1247788,1280508,64466,1280503,65848",0,0,0,7,130,95.0,19.0,19.0,455.0,4.0,54.0,7.0
4652,ZZ,,6068,,True,eng,Garlic And Herb Weeknight Steak Salad,garlic-and-herb-weeknight-steak-salad,https://vid.tasty.co/output/161040/landscape_480/1582584548,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/256265.jpg,,,"8091920,8091917,65848,65859,1247790,1280514,1280503,1280501,64489,64505,5143247",0,0,0,10,124,93.0,73.0,54.0,878.0,6.0,24.0,6.0
4653,ZZ,,1473,"cute, easy, kids, lunch, pasta, prep, sandwich, school",True,eng,Build-Your-Own Pizza,build-your-own-pizza,https://vid.tasty.co/output/23479/mp4_640x640/1486600260,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/c586792bffa745229f29975decd852c8/lunchprep-final.jpg,,,"64470,8091918,1247791,1280503,1280501,64489,65853,64471",0,0,0,11,130,93.0,18.0,9.0,266.0,3.0,27.0,1.0
4654,US,"These deep dish pizzas are the perfect little bites! They bake up in just a few minutes, and are totally customizable. We feature Chicago Deep Dish, Caprese, and Sausage and Pepper versions, but feel free to customize them with your own favorite toppings! But don’t skip the roasted garlic butter for brushing, it’s easy to make and oh so delicious.",6179,"caprese, chicago deep dish, comfort food, deep dish, easy, fun , pizza, pizza party, sausage and pepper",True,eng,Muffin Tin Deep Dish Pizzas,muffin-tin-deep-dish-pizzas,https://vid.tasty.co/output/167690/landscape_480/1589839392,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/266340.jpg,"{'host': 'cafedelites.com', 'url': 'https://cafedelites.com/mini-caprese-deep-dish-pizzas-recipes/'}",,"8091918,188967,64489,1247775,1247771,64453,65410,64462,65846,65845,1280510",70,30,105,15,124,90.0,20.0,38.0,683.0,5.0,63.0,3.0
4655,US,,4756,"aquarius, aries, astrology, avocado spread, avocado toast recipe, breakfast, cancer, capricorn, easy meal, gemini, leo, libra, pisces, protein packed, sagittarius, scorpio, snack, taurus, virgo",True,eng,Smoked Salmon Avocado Toast (Taurus),smoked-salmon-avocado-toast-taurus,https://vid.tasty.co/output/124411/landscape_480/1549495745,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/b7a2619d04de422d84614b901932f6a3/FB_Astrology.jpg,,,"3801552,64463,8091920,64467,64471,64489,1280510",0,0,0,6,124,96.0,15.0,14.0,221.0,0.0,8.0,5.0
4656,US,,4209,"burrito bowl, chicken cobb salad, easy lunch, instant ramen recipe, mason jar meal, pasta salad, pesto salad, portable lunch, quick lunch, salami, southwestern chicken, tasty",True,eng,Chicken Cobb Salad,chicken-cobb-salad,https://vid.tasty.co/output/102953/landscape_480/1532454040,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/4a17f94176764591baf0fa1c377f5614/BFV45846_MakeAheadMasonJarMeals_FB180SQ.jpg,,,"8091756,8091918,8091917,64467,4708980,64466,65853,64489,1280508,1280507,64471",0,0,0,6,122,96.0,32.0,27.0,407.0,3.0,6.0,1.0
4657,US,,4739,"tasty, tasty_vegetarian",True,eng,Citrus And Winter Greens Salad,citrus-and-winter-greens-salad,https://vid.tasty.co/output/123911/landscape_480/1548888486,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/202608.jpg,,,"64469,64468,64463,8091920,64505,1280506,64471,65838,1280510,1247790,64489,64466",0,0,0,11,123,92.0,10.0,13.0,382.0,40.0,64.0,12.0
4658,ZZ,,1178,,True,eng,Mason Jar Salad Meal Prep,mason-jar-salad-meal-prep,https://vid.tasty.co/output/31718/mp4_640x640/1494981378,False,False,https://img.buzzfeed.com/video-api-prod/assets/dbf77a7f4bb44a099bed2b4f24151993/BFV20839_MasonJarSaladMealPrep-ThumbTextless.jpg,,,"1247788,1247775,1280500,1247780,64489,1280507,1280508,65846,65853,64471,64466,64444",0,0,0,7,119,95.0,51.0,32.0,634.0,20.0,37.0,8.0
4659,US,,4765,"aquarius, aries, astrology, avocado spread, avocado toast recipe, breakfast, cancer, capricorn, easy meal, gemini, leo, libra, pisces, protein packed, sagittarius, scorpio, snack, taurus, virgo",True,eng,Eccentric Avocado Toast (Aquarius),eccentric-avocado-toast-aquarius,https://vid.tasty.co/output/124411/landscape_480/1549495745,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/6c3f574f33f34a21be34756acc2b406c/FB_Astrology.jpg,,,"64469,64468,64463,8091920,64489,64466,1280510,64471",0,0,0,18,119,87.0,2.0,11.0,207.0,10.0,26.0,7.0
4660,US,Feed the hungry campers with this easy giant panini!,5383,"cuban panini, easy 20 minute recipe, giant sandwich, picnic, pizza panini, summer picnic, tasty, tastysinglerecipe",True,eng,Pizza Panini Sandwich,pizza-panini-sandwich,https://vid.tasty.co/output/137593/landscape_480/1561747876,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/7449af8ba3e2477289b04ebe8b8daafb/BFV57266_EasyGiantPaniniSandwich_MM_FB_v001.jpg,,,"8091748,8091747,64472,8091918,1280508,1280510,1247785,1280507,1280503,1280501,64471,64462,64489,64444,64504,65851,64453,64494,64510,64488",10,10,20,12,110,91.0,24.0,24.0,449.0,5.0,35.0,2.0
4661,US,,3905,,True,eng,Salmon Rice Ball (Onigiri),salmon-rice-ball-onigiri,https://vid.tasty.co/output/94212/landscape_480/1526432451,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/34512b92954b40e4889c378b353df370/BFV43008_CookingJapaneseForAnEntireDay_FB_FINAL.jpg,,,"3801552,64463,64470,8091919,64489,1280508,1280507,64471,64459,64454,1247794,1280510,1247785",0,0,0,11,112,92.0,10.0,3.0,326.0,0.0,59.0,0.0
4662,US,"This potato meal prep recipe is great as a side for weeknight dinners and feeds 4. The recipe comes together easily and is also super customizable–change it up with the flavors and toppings of your choice. Make all of the flavors to switch it up during the week, or go all-in with your favorite combination!",4865,"cheddar broccoli, cheese lovers, chili, crowd pleaser, meal prep, party dish, potato bake recipe, potatoes 4 ways, simple appetizer, spinach, tasty",True,eng,Potato Bake Side Meal Prep,potato-bake-meal-prep,https://vid.tasty.co/output/128048/landscape_480/1553301634,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/209499.jpg,"{'host': 'tasty.co', 'url': 'https://tasty.co/compilation/one-tray-pasta-bake-meal-prep'}",,"8091748,8091918,64504,64505,1280508,64492,64489,65846,1247788,1247775,65853,65851,1280506,1280510",45,5,50,18,107,86.0,15.0,21.0,372.0,4.0,31.0,3.0
4663,US,,6238,,True,eng,Double Cheeseburger by Chef Erik Anderson,double-cheeseburger-by-chef-erik-anderson,https://vid.tasty.co/output/43560/mp4_640x640/1499980787,False,False,https://img.buzzfeed.com/video-api-prod/assets/7500687a06b34ee29c84a044861a01fc/BFV9770_DoubleCheeseburgerasmadebyErikAnderson-Thumb1080SQ.jpg,,,"8091756,8091918,8091917,64467,64504,64501,64489,65848,64444,65410,1280510,1280503,1280501,1247780,1280500",0,0,0,9,107,93.0,48.0,40.0,577.0,3.0,5.0,0.0
4664,US,,3565,"easy, kid friendly, pastry, pocket, pockets, puff, sheet, snack, snacks, tray",True,eng,Sheet Tray Puff Pastry Pockets,sheet-tray-puff-pastry-pockets,https://vid.tasty.co/output/82402/landscape_480/1520274446,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/140882.jpg,,,"8091918,8091917,1280507,1280508,1280506,1247785,1280510,1280501,64492,65859,64489,1280500,1247787,65856,1247775,64462,64488,64444,64471,65848,65852,65846",0,0,0,4,100,97.0,29.0,65.0,942.0,1.0,59.0,2.0
4665,US,,4751,,True,eng,Immunity Boosting Green Soup,immunity-boosting-green-soup,https://vid.tasty.co/output/124502/landscape_480/1549577516,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/203449.jpg,,,"64463,8091920,64489,65851,65859,1280507,1247786,65848,1247785,1280508,1280501,1280503,64462,65838,65846,1280506,64471,64466,1247794",0,0,0,19,110,86.0,6.0,49.0,698.0,10.0,58.0,7.0
4666,ZZ,,1986,"tasty, tasty_vegetarian",True,und,Healthy Homemade Gazpacho,healthy-homemade-gazpacho,https://vid.tasty.co/output/44741/mp4_640x640/1500934871,False,False,https://img.buzzfeed.com/video-api-prod/assets/5e4880b49caf4d3e9a8b8de5462ff8ca/FB_thumb.jpg,"{'host': 'marthastewart.com', 'url': 'http://www.marthastewart.com/316145/traditional-gazpacho'}",,"64469,64468,64463,8091920,1280508,1280506,1280501,1280503,1247769,1247773,64505,64453,64509,64510,64489,64471,65855,65838,64466",0,0,0,13,110,90.0,5.0,20.0,276.0,10.0,22.0,5.0
4667,US,,5539,,True,eng,Even Better Buffalo Chicken Sliders,even-better-buffalo-chicken-sliders,https://vid.tasty.co/output/32107/mp4_640x640/1495125347,False,False,https://img.buzzfeed.com/video-api-prod/assets/3dbaceefdf264d52ba78c8a429d7a3ac/BFV6092_BuffaloChickenSliders_BeautyShotB.jpg,,,"64467,64489,1280507,65847",0,0,0,5,97,96.0,19.0,28.0,383.0,8.0,12.0,1.0
4668,US,,5556,spices; dorm; microwave,True,eng,Hearty Rice Noodle Soup,hearty-rice-noodle-soup,https://vid.tasty.co/output/143416/landscape_480/1567025752,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/0d69405bb7eb4b9088ba937f407d0b21/DormRecipes_YT_V3_final_US_1.jpg,,,"64469,64468,64463,8091748,8091747,64472,64505,64489,1280508,1247775,1280506,1247785,1280507,1247781,1280503,1280501,64462,65845,64471",5,10,25,13,102,89.0,,,,,,
4669,US,,2989,,True,eng,Tempeh Tacos,tempeh-tacos,https://vid.tasty.co/output/60252/mp4_640x640/1509996185,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/219f2c253dc14c5785f4fba82be3c723/MeatlessTacos5WaysFBFINAL.jpg,"{'host': 'ohmyveggies.com', 'url': 'https://ohmyveggies.com/recipe-tempeh-tacos-from-betty-goes-vegan/'}",,"64469,64468,64463,8091918,8091917,64501,64489,65410,64505,65859,1247787,1247788,64471,64466,64457,64444,65842,65848,65840",0,0,0,7,96,94.0,25.0,19.0,324.0,1.0,16.0,1.0
4670,GB,,3115,"fancy sandwich, fish finger sandwich, fish fingers, recipes",True,eng,Fancy AF Fish Finger Sandwich,fancy-af-fish-finger-sandwich,https://vid.tasty.co/output/65406/landscape_480/1512175013,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/119917.jpg,,,"3801552,8091917,1280514,64505,1280510,64508,64511,64493,1280503,65848,64489,64488,64447,64471,1247787,1280501,64462",0,0,0,4,106,97.0,44.0,56.0,1237.0,9.0,138.0,4.0
4671,US,,5627,"almond butter, banana berry nice cream, banana ice cream, berry nice cream, blender, chocolate pudding, chopped salad, classic hummus, dairy-free chocolate pudding, dairy-free ice cream, easy recipes, fall salad, food processor, food processor recipes, healthy, homemade, homemade almond butter, homemade recipes, honey cinnamon almond butter, hummus, nice cream, nice cream recipe, queso, simple recipes, tasty - recipe, vegan cheese dip, vegan chocolate pudding, vegan ice cream, vegan queso",True,eng,Chopped Broccoli Salad,chopped-broccoli-salad,https://vid.tasty.co/output/146778/landscape_480/1569516833,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/b509fe9fc3394013950bd1c3a378c3a2/BFV60266_6RecipesYouCanMakeInAFoodProcessor_FB-Final_1.jpg,,,"8091920,1247785,1280510,1280503,1280501,64471,64466,64489,64505,1280508,64503,1280506,65842,1280507,64465",0,0,0,10,94,91.0,11.0,32.0,460.0,23.0,37.0,7.0
4672,ZZ,,2066,"tasty, tasty_vegetarian",True,eng,Roasted Summer Veggies Meal Prep,roasted-summer-veggies-meal-prep,https://vid.tasty.co/output/34254/mp4_640x640/1497564516,False,False,https://img.buzzfeed.com/video-api-prod/assets/3bd54530b59c4f8683badfb02646e8e4/BFV21698_Roasted-Summer-Veggies-Meal-Prep-FB1080.jpg,,,"64469,64468,64463,8091920,1280500,1247790,1280501,1280503,1247794,1280510,64505,64492,64489,65853,65851,64471,64466,64444,65846",0,0,0,3,103,98.0,6.0,14.0,297.0,19.0,41.0,11.0
4673,US,,6237,,True,eng,Chicken And Corn Salad,chicken-and-corn-salad,https://vid.tasty.co/output/86757/landscape_480/1522106270,False,False,https://img.buzzfeed.com/video-api-prod/assets/e5974fb26cf04be092e1ec7b16eda3af/1522106270_00001.jpg,,,"64463,8091920,8091917,65410,64489,1247790,65848,65838,1280510,1280501,1280503",0,0,0,13,104,89.0,29.0,44.0,600.0,10.0,51.0,16.0
4674,US,,5453,prepare this pressed sandwich for the perfect summer picnic!,True,eng,Summer Picnic Sandwich,summer-picnic-sandwich,https://vid.tasty.co/output/139832/landscape_480/1563900939,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/226539.jpg,,,"1280501,1280503,1247788,1247784,64444,64503,64462,64489,3956651",0,0,0,7,108,94.0,23.0,38.0,686.0,9.0,67.0,4.0
